ID zákazníka,Segment,Priorita,Skóre konverze,Byl MAIN,Výzva 1 (kód),Výzva 1,Výzva 1 - důvod,Výzva 2 (kód),Výzva 2,Výzva 2 - důvod,Výzva 3 (kód),Výzva 3,Výzva 3 - důvod,Příjem splněn (podíl),Transakce splněny (podíl),Avg příjem (Kč),Avg transakce,Avg SPB login,Avg DC platby,Avg zůstatek (Kč),Věk,Pohlaví,Zákazník od roku,Datum spuštění
8108,SECONDARY,LOW,16.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 100 Kč/měs., chybí 14,900 Kč",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 11 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.0,100.0,0.7,23.3,0.7,946.0,11,M,2025,2026-06-15
1312,SECONDARY,LOW,20.4,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 333 Kč/měs., chybí 14,667 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.33,0.33,333.0,1.7,4.0,0.0,-17.0,32,F,2024,2026-06-15
5128,SECONDARY,HIGH,65.8,True,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 39 — typický uživatel streamingu; předplatné zatím není přes banku,C5,Vložit 10 000 Kč do investic,věk 39 let; nemá investiční produkt,1.0,0.5,25175.0,0.0,14.3,0.0,12540.0,39,M,2022,2026-06-15
7442,SECONDARY,MEDIUM,47.5,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 8,000 Kč/měs., chybí 7,000 Kč",C2,Zaplatit 10x kartou za měsíc,9 plateb — blízko cíle; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.83,8000.0,9.3,29.7,9.0,1801.0,52,F,2024,2026-06-15
5872,SECONDARY,LOW,6.7,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 53,553 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.17,0.0,0.7,1.3,0.0,53553.0,74,M,2025,2026-06-15
2641,SECONDARY,MEDIUM,54.5,True,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",předplatné zatím není přes banku,0.67,0.33,19370.0,2.0,3.3,0.0,-55.0,50,M,2021,2026-06-15
9978,SECONDARY,HIGH,70.3,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.33,1.0,17625.0,15.3,0.0,0.0,17658.0,80,M,2016,2026-06-15
3769,SECONDARY,MEDIUM,44.4,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,2 plateb kartou; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.17,1.0,7169.0,6.7,0.0,2.0,14850.0,55,F,2013,2026-06-15
9721,SECONDARY,LOW,12.7,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 151,325 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 2,500 Kč/měs., chybí 12,500 Kč",0.0,0.0,2500.0,0.3,2.0,0.0,151325.0,46,F,2021,2026-06-15
1326,SECONDARY,LOW,8.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 2,000 Kč/měs., chybí 13,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.17,2000.0,1.3,3.0,0.0,3757.0,38,F,2021,2026-06-15
1796,SECONDARY,MEDIUM,51.9,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 197,002 Kč; věk 23 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,0.17,1.0,0.0,16.0,13.0,12.3,197002.0,23,M,2025,2026-06-15
9960,SECONDARY,MEDIUM,28.7,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 533 Kč/měs., chybí 14,467 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 496,740 Kč; nemá investiční produkt",0.0,1.0,533.0,10.7,8.7,10.7,496740.0,46,F,2024,2026-06-15
9010,SECONDARY,LOW,22.3,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 5,093 Kč/měs., chybí 9,907 Kč",C2,Zaplatit 10x kartou za měsíc,2 plateb kartou; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.33,5093.0,4.0,7.0,2.3,38.0,32,M,2022,2026-06-15
2484,SECONDARY,MEDIUM,51.8,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.17,1.0,8788.0,16.3,0.0,0.0,0.0,64,M,2016,2026-06-15
7504,SECONDARY,LOW,9.5,False,C1,Přijmout 15 000 Kč na účet,"příjem 2,833 Kč/měs., chybí 12,167 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,2833.0,0.7,3.0,0.0,-2162.0,48,F,2023,2026-06-15
4887,SECONDARY,HIGH,65.9,True,C2,Zaplatit 10x kartou za měsíc,3 plateb kartou; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.33,0.83,46853.0,6.7,3.7,3.0,44581.0,46,F,2022,2026-06-15
983,SECONDARY,LOW,15.3,False,C1,Přijmout 15 000 Kč na účet,"příjem 1,083 Kč/měs., chybí 13,917 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 9 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.0,1083.0,0.0,17.0,0.0,1932.0,9,M,2025,2026-06-15
7621,SECONDARY,HIGH,89.8,True,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 24 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 24 let; nemá investiční produkt,C3,Nastavit trvalý příkaz na energie nebo telco,energie/telco zatím není přes banku,0.33,1.0,17516.0,19.7,16.7,15.3,-2228.0,24,M,2025,2026-06-15
5021,SECONDARY,MEDIUM,31.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 2,222 Kč/měs., chybí 12,778 Kč",C2,Zaplatit 10x kartou za měsíc,5 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,1.0,2222.0,15.3,11.7,5.3,-1319.0,46,M,2025,2026-06-15
8606,SECONDARY,LOW,3.6,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.17,0.0,1.0,3.0,0.7,1096.0,53,M,2022,2026-06-15
7996,SECONDARY,LOW,1.4,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.7,1.0,0.0,2048.0,52,M,2021,2026-06-15
9205,SECONDARY,MEDIUM,48.2,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 3,061,084 Kč; nemá investiční produkt",0.17,1.0,0.0,12.0,13.7,12.0,3061084.0,67,M,2021,2026-06-15
8857,SECONDARY,LOW,8.3,False,C1,Přijmout 15 000 Kč na účet,"příjem 2,667 Kč/měs., chybí 12,333 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,2667.0,0.3,2.3,0.0,167.0,41,M,2025,2026-06-15
8764,SECONDARY,LOW,5.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 1,667 Kč/měs., chybí 13,333 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,1667.0,0.3,2.0,0.0,-330.0,53,M,2023,2026-06-15
1420,SECONDARY,MEDIUM,39.5,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 7,500 Kč/měs., chybí 7,500 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.0,0.83,7500.0,4.0,17.3,0.0,20170.0,52,F,2021,2026-06-15
5074,SECONDARY,MEDIUM,47.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 5,000 Kč/měs., chybí 10,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 538,263 Kč; nemá investiční produkt",0.0,1.0,5000.0,18.7,4.3,18.7,538263.0,73,F,2023,2026-06-15
7450,SECONDARY,HIGH,55.2,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 7,900 Kč/měs., chybí 7,100 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 1,062,882 Kč; nemá investiční produkt",0.0,1.0,7900.0,35.7,2.3,34.0,1062882.0,74,F,2019,2026-06-15
5794,SECONDARY,LOW,0.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,0.0,0.0,5232.0,44,F,2021,2026-06-15
728,SECONDARY,LOW,8.5,False,C5,Vložit 10 000 Kč do investic,"zůstatek 300,486 Kč; věk 37 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.17,0.0,1.7,2.5,0.0,300486.0,37,F,2021,2026-06-15
2085,SECONDARY,MEDIUM,47.3,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 5,708 Kč/měs., chybí 9,292 Kč",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 27 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 27 let; nemá investiční produkt,0.17,1.0,5708.0,29.7,5.3,28.7,2239.0,27,M,2025,2026-06-15
6560,SECONDARY,MEDIUM,36.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 333 Kč/měs., chybí 14,667 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.0,1.0,333.0,35.7,1.5,35.7,29014.0,69,M,2025,2026-06-15
4085,SECONDARY,MEDIUM,35.0,False,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 28 — typický uživatel streamingu; předplatné zatím není přes banku,C5,Vložit 10 000 Kč do investic,věk 28 let; nemá investiční produkt,0.83,0.0,26530.0,0.0,0.0,0.0,0.0,28,M,2019,2026-06-15
9022,SECONDARY,HIGH,76.1,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 491,137 Kč; nemá investiční produkt",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.33,1.0,14833.0,14.3,0.0,14.3,491137.0,67,F,2022,2026-06-15
6842,SECONDARY,LOW,0.9,False,C1,Přijmout 15 000 Kč na účet,"příjem 67 Kč/měs., chybí 14,933 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,67.0,0.0,1.0,0.0,-1918.0,49,F,2024,2026-06-15
5209,SECONDARY,MEDIUM,38.8,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.17,0.33,6655.0,3.0,7.0,0.0,1.0,49,M,2024,2026-06-15
9516,SECONDARY,HIGH,56.7,True,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.17,0.33,22500.0,1.7,0.0,0.0,22074.0,82,F,2016,2026-06-15
9891,SECONDARY,LOW,16.9,False,C1,Přijmout 15 000 Kč na účet,"příjem 7,242 Kč/měs., chybí 7,758 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.0,7242.0,0.0,0.0,0.0,0.0,67,M,2016,2026-06-15
1254,SECONDARY,MEDIUM,39.3,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 7,336 Kč/měs., chybí 7,664 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.5,0.5,7336.0,0.3,2.5,0.0,27098.0,46,M,2025,2026-06-15
3759,SECONDARY,MEDIUM,50.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 8,860 Kč/měs., chybí 6,140 Kč",C2,Zaplatit 10x kartou za měsíc,6 plateb — blízko cíle; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",aktivní kartou — přechod snadný; předplatné zatím není přes banku,0.0,0.67,8860.0,13.3,18.3,6.3,-1237.0,71,M,2025,2026-06-15
2557,SECONDARY,LOW,16.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 6,500 Kč/měs., chybí 8,500 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.17,6500.0,0.0,2.0,0.0,3683.0,49,M,2025,2026-06-15
8446,SECONDARY,LOW,3.3,False,C1,Přijmout 15 000 Kč na účet,"příjem 250 Kč/měs., chybí 14,750 Kč",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou,C5,Vložit 10 000 Kč do investic,věk 22 let; nemá investiční produkt,0.0,0.0,250.0,1.3,1.0,1.3,-174.0,22,M,2025,2026-06-15
3181,SECONDARY,LOW,12.1,False,C1,Přijmout 15 000 Kč na účet,"příjem 3,136 Kč/měs., chybí 11,864 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.17,3136.0,1.0,5.0,0.0,2596.0,32,M,2022,2026-06-15
9221,SECONDARY,HIGH,78.2,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,8 plateb — blízko cíle; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 26 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.67,1.0,14890.0,17.0,9.7,8.3,-4475.0,26,F,2025,2026-06-15
6564,SECONDARY,MEDIUM,40.1,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 9,719 Kč/měs., chybí 5,281 Kč",C2,Zaplatit 10x kartou za měsíc,6 plateb — blízko cíle; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 21 — typický uživatel streamingu; aktivní kartou — přechod snadný,0.17,0.33,9719.0,7.7,9.0,6.0,618.0,21,F,2023,2026-06-15
4898,SECONDARY,MEDIUM,30.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 11,000 Kč/měs., chybí 4,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.0,0.0,11000.0,0.0,0.0,0.0,18290.0,50,M,2022,2026-06-15
2646,SECONDARY,LOW,14.5,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,10 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.83,0.0,9.7,0.0,9.7,190.0,59,F,2022,2026-06-15
3196,SECONDARY,MEDIUM,34.6,False,C1,Přijmout 15 000 Kč na účet,"příjem 13,000 Kč/měs., chybí 2,000 Kč",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou; má příjem — může platit kartou,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.33,13000.0,1.3,3.5,0.7,328.0,47,F,2025,2026-06-15
137,SECONDARY,HIGH,74.8,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 25 — typický uživatel streamingu; aktivní kartou — přechod snadný,C5,Vložit 10 000 Kč do investic,věk 25 let; nemá investiční produkt,0.17,1.0,12166.0,16.7,10.3,14.0,638.0,25,F,2022,2026-06-15
3811,SECONDARY,LOW,10.0,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,6 plateb — blízko cíle,C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,0.0,0.67,0.0,5.7,2.0,5.7,-2399.0,49,F,2023,2026-06-15
7665,SECONDARY,LOW,4.7,False,C1,Přijmout 15 000 Kč na účet,"příjem 2,008 Kč/měs., chybí 12,992 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,2008.0,0.0,0.0,0.0,0.0,64,M,2023,2026-06-15
7080,SECONDARY,MEDIUM,29.7,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 300 Kč/měs., chybí 14,700 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.17,300.0,0.0,12.0,0.0,20556.0,13,F,2023,2026-06-15
1073,SECONDARY,MEDIUM,38.8,False,C1,Přijmout 15 000 Kč na účet,"příjem 12,667 Kč/měs., chybí 2,333 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.17,0.17,12667.0,2.0,3.0,0.0,19344.0,45,F,2021,2026-06-15
450,SECONDARY,MEDIUM,41.5,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 50,403 Kč; nemá investiční produkt",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,1.0,0.0,15000.0,0.0,2.0,0.0,50403.0,54,M,2022,2026-06-15
6101,SECONDARY,LOW,1.8,False,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 22 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.0,0.0,0.3,2.0,0.0,-790.0,22,M,2025,2026-06-15
8004,SECONDARY,MEDIUM,51.7,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C2,Zaplatit 10x kartou za měsíc,1 plateb kartou; má příjem — může platit kartou,C5,Vložit 10 000 Kč do investic,nemá investiční produkt,0.5,1.0,10283.0,7.0,0.0,1.3,30792.0,56,M,2022,2026-06-15
9840,SECONDARY,LOW,9.0,False,C5,Vložit 10 000 Kč do investic,"zůstatek 182,153 Kč; věk 44 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.0,5.3,0.0,182153.0,44,F,2021,2026-06-15
116,SECONDARY,LOW,16.9,False,C1,Přijmout 15 000 Kč na účet,"příjem 4,533 Kč/měs., chybí 10,467 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 29 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.17,4533.0,1.3,6.7,0.0,-958.0,29,M,2024,2026-06-15
6232,SECONDARY,LOW,18.8,False,C1,Přijmout 15 000 Kč na účet,"příjem 5,000 Kč/měs., chybí 10,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá; má příjem — může platit kartou,0.5,0.17,5000.0,0.3,9.0,0.0,5605.0,32,M,2022,2026-06-15
425,SECONDARY,MEDIUM,25.5,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 0 Kč/měs., chybí 15,000 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 500,600 Kč; nemá investiční produkt",0.0,1.0,0.0,10.0,7.3,10.0,500600.0,81,M,2021,2026-06-15
5004,SECONDARY,LOW,5.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,0.0,0.0,39934.0,41,F,2021,2026-06-15
1019,SECONDARY,HIGH,91.6,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; transakce OK, chybí jen příjem",C5,Vložit 10 000 Kč do investic,"zůstatek 3,235,752 Kč; věk 37 let",C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,0.33,1.0,11407.0,33.0,23.3,23.3,3235752.0,37,F,2022,2026-06-15
1646,SECONDARY,MEDIUM,26.9,False,C1,Přijmout 15 000 Kč na účet,"transakce OK, chybí jen příjem; příjem 6,072 Kč/měs., chybí 8,928 Kč",C2,Zaplatit 10x kartou za měsíc,3 plateb kartou; má příjem — může platit kartou,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 27 — typický uživatel streamingu; předplatné zatím není přes banku,0.0,0.67,6072.0,5.7,7.7,2.7,0.0,27,M,2024,2026-06-15
5039,SECONDARY,LOW,20.2,True,C1,Přijmout 15 000 Kč na účet,"dříve byl MAIN; příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,C4,"Nastavit platbu za předplatné (Netflix, Spotify…)",věk 28 — typický uživatel streamingu; předplatné zatím není přes banku,0.17,0.17,0.0,0.0,7.0,0.0,-28.0,28,M,2025,2026-06-15
4948,SECONDARY,LOW,5.0,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,0.0,0.0,0.0,0.0,18144.0,59,F,2021,2026-06-15
664,SECONDARY,LOW,8.2,False,C1,Přijmout 15 000 Kč na účet,"příjem 3,500 Kč/měs., chybí 11,500 Kč",C3,Nastavit trvalý příkaz na energie nebo telco,pravděpodobně platí domácnost; energie/telco zatím není přes banku,C2,Zaplatit 10x kartou za měsíc,kartu nepoužívá,0.0,0.0,3500.0,0.0,0.0,0.0,2319.0,42,F,2022,2026-06-15
2005,SECONDARY,LOW,6.4,False,C3,Nastavit trvalý příkaz na energie nebo telco,má prostředky pro domácí výdaje; pravděpodobně platí domácnost,C5,Vložit 10 000 Kč do investic,"zůstatek 61,744 Kč; nemá investiční produkt",C1,Přijmout 15 000 Kč na účet,"příjem 0 Kč/měs., chybí 15,000 Kč",0.0,0.0,0.0,0.7,1.0,0.0,61744.0,62,F,2021,2026-06-15
